Value,end_code,county_name,county_code,begin_code,week_ending,state_ansi,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc,country_name,asd_code,source_desc,statisticcat_desc,short_desc,domaincat_desc,commodity_desc,CV (%),group_desc,sector_desc,asd_desc,prodn_practice_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5
"18,895,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111219),CROP TOTALS,32.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"8,629,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111219),CROP TOTALS,36.7,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"7,891,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111219),CROP TOTALS,5.4,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111219),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"3,986,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111219),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"38,642,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1113),CROP TOTALS,4.9,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"22,234,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1113),CROP TOTALS,3.2,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"25,776,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1113),CROP TOTALS,2.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1113),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"11,127,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1113),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"38,642,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11133),CROP TOTALS,4.9,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"22,234,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11133),CROP TOTALS,3.2,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"25,776,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11133),CROP TOTALS,2.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11133),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"11,127,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11133),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"24,948,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111331),CROP TOTALS,3.5,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"18,521,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111331),CROP TOTALS,4.1,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"23,473,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111331),CROP TOTALS,1.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"12,937,000",00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111331),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"7,025,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111331),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"599,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111332),CROP TOTALS,33.7,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"394,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111332),CROP TOTALS,31.9,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111332),CROP TOTALS,(D),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111332),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"122,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111332),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"1,450,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111333),CROP TOTALS,26.7,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111333),CROP TOTALS,(D),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111333),CROP TOTALS,(D),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111333),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111333),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"2,323,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111334),CROP TOTALS,13.2,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"559,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111334),CROP TOTALS,9.5,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"778,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111334),CROP TOTALS,27.9,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111334),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111334),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"512,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111335),CROP TOTALS,14.6,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111335),CROP TOTALS,(D),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"14,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111335),CROP TOTALS,59.2,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"5,000",00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111335),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"618,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111336),CROP TOTALS,18.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"630,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111336),CROP TOTALS,(H),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111336),CROP TOTALS,(D),CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111336),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"8,193,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111339),CROP TOTALS,6.6,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"1,851,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111339),CROP TOTALS,10.6,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"1,030,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111339),CROP TOTALS,10.1,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"521,000",00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111339),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"3,769,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (111339),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"40,363,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1114),CROP TOTALS,5.4,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"33,638,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1114),CROP TOTALS,7.8,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"32,515,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1114),CROP TOTALS,53.0,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"25,278,000",00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1114),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"27,835,000",00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (1114),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"2,821,000",00,,,00,,54,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11141),CROP TOTALS,20.3,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"1,665,000",00,,,00,,54,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11141),CROP TOTALS,49.5,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"1,354,000",00,,,00,,54,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11141),CROP TOTALS,15.0,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
"464,000",00,,,00,,54,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11141),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
                 (D),00,,,00,,54,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,WEST VIRGINIA,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION: (11141),CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,STATE,ALL CLASSES,00000000,
