year,agg_level_desc,statisticcat_desc,domaincat_desc,region_desc,load_time,reference_period_desc,state_ansi,commodity_desc,sector_desc,country_code,congr_district_code,domain_desc,watershed_code,short_desc,prodn_practice_desc,asd_desc,location_desc,asd_code,county_code,source_desc,freq_desc,state_fips_code,util_practice_desc,Value,county_name,state_name,week_ending,state_alpha,unit_desc,class_desc,country_name,zip_5,watershed_desc,end_code,begin_code,county_ansi,group_desc,CV (%)
2002,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAYLAGE,CROPS,9000,,TOTAL,00000000,"HAYLAGE, (EXCL ALFALFA), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE","IRRIGATED, PART OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2007,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2022,STATE,YIELD,NOT SPECIFIED,,2024-07-02 12:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,76,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(L)
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2012,STATE,YIELD,NOT SPECIFIED,,2012-12-31 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,62.9,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,0.1
2007,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2002,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,OATS,CROPS,9000,,TOTAL,00000000,"OATS, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,41.6,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2018,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2022,STATE,YIELD,NOT SPECIFIED,,2024-07-02 12:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2022,STATE,YIELD,NOT SPECIFIED,,2024-07-02 12:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2012,STATE,YIELD,NOT SPECIFIED,,2012-12-31 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,(D)
2022,STATE,YIELD,NOT SPECIFIED,,2024-07-02 12:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,"SPRING, (EXCL DURUM)",UNITED STATES,,,00,00,,FIELD CROPS,(D)
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,"SPRING, (EXCL DURUM)",UNITED STATES,,,00,00,,FIELD CROPS,(D)
2022,STATE,YIELD,NOT SPECIFIED,,2024-07-02 12:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,"SPRING, (EXCL DURUM)",UNITED STATES,,,00,00,,FIELD CROPS,(D)
2017,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,"SPRING, (EXCL DURUM)",UNITED STATES,,,00,00,,FIELD CROPS,(D)
2012,STATE,YIELD,NOT SPECIFIED,,2012-12-31 00:00:00.000,YEAR,02,WHEAT,CROPS,9000,,TOTAL,00000000,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN BU / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,BU / ACRE,"SPRING, (EXCL DURUM)",UNITED STATES,,,00,00,,FIELD CROPS,(D)
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2018-02-01 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,(D)
2013,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2012-12-31 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,2018-02-01 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,(D)
2013,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,2012-12-31 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,TOTAL,00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,258,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,43.1
2013,STATE,YIELD,NOT SPECIFIED,,2012-12-31 00:00:00.000,YEAR,02,LETTUCE,CROPS,9000,,TOTAL,00000000,"LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,306,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2018-02-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,314,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,17.4
2013,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2012-12-31 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,333,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,2018-02-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,378,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,15.0
2013,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,2012-12-31 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,375,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,TOTAL,00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,367,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,14.3
2013,STATE,YIELD,NOT SPECIFIED,,2012-12-31 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,TOTAL,00000000,"POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,375,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2002,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,TOTAL,00000000,"POTATOES, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN CWT / ACRE","IRRIGATED, ENTIRE CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2002,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,TOTAL,00000000,"POTATOES, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN CWT / ACRE","IRRIGATED, NONE OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2002,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,TOTAL,00000000,"POTATOES, IRRIGATED, PART OF CROP - YIELD, MEASURED IN CWT / ACRE","IRRIGATED, PART OF CROP",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2013,STATE,YIELD,IRRIGATION STATUS: (ANY ON OPERATION),,2012-12-31 00:00:00.000,YEAR,02,POTATOES,CROPS,9000,,IRRIGATION STATUS,00000000,"POTATOES, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE",NON-IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,70,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2018-02-01 00:00:00.000,YEAR,02,SWEET CORN,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,134,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,50.8
2018,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,SWEET CORN,CROPS,9000,,TOTAL,00000000,"SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE",IRRIGATED,,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,134,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,50.8
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))",,2018-02-01 00:00:00.000,YEAR,02,TOMATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IN THE OPEN, IRRIGATED",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,(D)
2018,STATE,YIELD,"IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)",,2018-02-01 00:00:00.000,YEAR,02,TOMATOES,CROPS,9000,,"IRRIGATION METHOD, PRIMARY",00000000,"TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IN THE OPEN, IRRIGATED",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,                 (D),,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,(D)
2018,STATE,YIELD,NOT SPECIFIED,,2018-02-01 00:00:00.000,YEAR,02,TOMATOES,CROPS,9000,,TOTAL,00000000,"TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IN THE OPEN, IRRIGATED",,ALASKA,,,CENSUS,ANNUAL,02,ALL UTILIZATION PRACTICES,159,,ALASKA,,AK,CWT / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,VEGETABLES,54.5
2024,STATE,YIELD,NOT SPECIFIED,,2024-09-30 12:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,46,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2023,STATE,YIELD,NOT SPECIFIED,,2024-09-30 12:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,38,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2022,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,42,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2021,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,51,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2020,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,43,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2019,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,38,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2018,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,43,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2017,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,46,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2016,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,49,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2015,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,34,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2014,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,42.5,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2013,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,33.3,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2012,STATE,YIELD,NOT SPECIFIED,,2014-11-03 16:18:55.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,48.1,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2011,STATE,YIELD,NOT SPECIFIED,,2014-11-03 16:18:55.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,36.5,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2010,STATE,YIELD,NOT SPECIFIED,,2014-11-03 16:18:55.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,44,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2009,STATE,YIELD,NOT SPECIFIED,,2014-11-03 16:18:55.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,41.6,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
2008,STATE,YIELD,NOT SPECIFIED,,2014-11-03 16:18:55.000,YEAR,02,BARLEY,CROPS,9000,,TOTAL,00000000,"BARLEY - YIELD, MEASURED IN BU / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,29.1,,ALASKA,,AK,BU / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
