year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code,location_desc,state_fips_code,state_alpha,reference_period_desc,county_ansi,country_name,asd_code,end_code,Value,county_name,state_ansi,week_ending,county_code,begin_code,load_time,sector_desc,asd_desc,prodn_practice_desc,state_name,country_code,class_desc,watershed_code,watershed_desc,agg_level_desc,zip_5,source_desc,short_desc,statisticcat_desc,commodity_desc,CV (%),domaincat_desc,group_desc
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"50,007,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,9.2,NAICS CLASSIFICATION: (111219),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"45,969,000",,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,2.8,NAICS CLASSIFICATION: (111219),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"59,073,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111219),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"32,896,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111219),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,947,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,7.9,NAICS CLASSIFICATION: (1113),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,880,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.6,NAICS CLASSIFICATION: (1113),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (1113),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1113),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"486,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1113),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,947,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,7.9,NAICS CLASSIFICATION: (11133),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,880,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.6,NAICS CLASSIFICATION: (11133),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11133),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11133),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"486,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11133),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111331),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"10,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,77.3,NAICS CLASSIFICATION: (111331),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111331),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111331),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111331),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"462,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,30.7,NAICS CLASSIFICATION: (111332),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111332),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111332),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111332),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111332),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111333),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111333),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111333),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"25,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111333),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"162,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,3.7,NAICS CLASSIFICATION: (111334),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111334),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"45,000",,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,26.2,NAICS CLASSIFICATION: (111334),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111334),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111334),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,104,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,16.8,NAICS CLASSIFICATION: (111339),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111339),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111339),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111339),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"427,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111339),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"27,473,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,2.0,NAICS CLASSIFICATION: (1114),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"24,418,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,11.4,NAICS CLASSIFICATION: (1114),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (1114),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1114),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"21,441,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1114),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11141),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11141),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11141),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11141),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11141),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11142),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11142),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"8,296,000",,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,28.9,NAICS CLASSIFICATION: (11142),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11142),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11142),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111421),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"18,553,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,13.2,NAICS CLASSIFICATION: (111421),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111421),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111421),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (111421),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111422),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111422),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (111422),CROP TOTALS
